tab	demag_orient
sample_name	sample_orientation_flag	mag_azimuth	field_dip	bedding_dip_direction	bedding_dip	shadow_angle	lat	long	date	hhmm	GPS_baseline	GPS_Az
mc103d	g		-71.0				-78.235	163.36				
mc103e	g		-57.0				-78.235	163.36				
mc103f	g		-74.5				-78.235	163.36				
mc103g	g		-73.0				-78.235	163.36				
mc103h	g		-62.0				-78.235	163.36				
mc103i	g		-67.0				-78.235	163.36				
mc103j	g		-64.0				-78.235	163.36				
mc103k	g		-58.5				-78.235	163.36				
mc103l	g		-42.5				-78.235	163.36				
mc104a	g		-70.0				-78.238	163.401				
mc104b	g		-85.0				-78.238	163.401				
mc104c	g		-82.0				-78.238	163.401				
mc104d	g		-94.0				-78.238	163.401				
mc104e	g		-56.5				-78.238	163.401				
mc104f	g		-59.0				-78.238	163.401				
mc104g	g		-46.0				-78.238	163.401				
mc104h	g		-59.0				-78.238	163.401				
mc104i	g		-54.0				-78.238	163.401				
mc104j	g		-62.0				-78.238	163.401				
mc104k	g		-70.5				-78.238	163.401				
mc105a	g		-38.5				-78.245	163.231				
mc105b	g		-41.5				-78.245	163.231				
mc105c	g		-27.5				-78.245	163.231				
mc105d	g		-27.0				-78.245	163.231				
mc105e	g		-58.5				-78.245	163.231				
mc105f	g		-50.0				-78.245	163.231				
mc105g	g		-51.5				-78.245	163.231				
mc105h	g		-46.0				-78.245	163.231				
mc105i	g		-53.0				-78.245	163.231				
mc105j	g		-67.5				-78.245	163.231				
mc105k	g		-60.5				-78.245	163.231				
mc105l	g		-39.5				-78.245	163.231				
mc105m	g		-36.5				-78.245	163.231				
mc105n	g		-49.0				-78.245	163.231				
mc106a	g		-29.0				-78.21	163.308				
mc106b	g		-34.5				-78.21	163.308				
mc106c	g		-78.5				-78.21	163.308				
mc106d	g		-65.5				-78.21	163.308				
mc106e	g		-52.0				-78.21	163.308				
mc106f	g		-58.0				-78.21	163.308				
mc106g	g		-28.0				-78.21	163.308				
mc106h	g		-30.0				-78.21	163.308				
mc106i	g		-74.0				-78.21	163.308				
mc106j	g		-56.0				-78.21	163.308				
mc106k	g		-46.0				-78.21	163.308				
mc106l	g		-43.0				-78.21	163.308				
mc107a	g		-52.5				-78.204	163.347				
mc107b	g		-46.0				-78.204	163.347				
mc107c	g		-34.0				-78.204	163.347				
mc107d	g		-34.5				-78.204	163.347				
mc107e	g		-37.0				-78.204	163.347				
mc107f	g		-32.0				-78.204	163.347				
mc107g	g		-54.0				-78.204	163.347				
mc107h	g		-53.0				-78.204	163.347				
mc107i	g		-55.0				-78.204	163.347				
mc107j	g		-52.0				-78.204	163.347				
mc107k	g		-30.0				-78.204	163.347				
mc107l	g		-30.0				-78.204	163.347				
mc108a	g		-63.0				-78.247	163.32299999999998				
mc108b	g		-61.0				-78.247	163.32299999999998				
mc108c	g		-51.0				-78.247	163.32299999999998				
mc108d	g		-66.0				-78.247	163.32299999999998				
mc108e	g		-65.0				-78.247	163.32299999999998				
mc108f	g		-55.0				-78.247	163.32299999999998				
mc108g	g		-28.0				-78.247	163.32299999999998				
mc108h	g		-25.5				-78.247	163.32299999999998				
mc108i	g		-34.0				-78.247	163.32299999999998				
mc108j	g		-55.0				-78.247	163.32299999999998				
mc108k	g		-43.5				-78.247	163.32299999999998				
mc109a	g		-23.0				-78.282	163.54399999999998				
mc109c	g		-51.0				-78.282	163.54399999999998				
mc109d	g		-46.0				-78.282	163.54399999999998				
mc109e	g		-37.5				-78.282	163.54399999999998				
mc109f	g		-42.0				-78.282	163.54399999999998				
mc109g	g		-55.0				-78.282	163.54399999999998				
mc109h	g		-57.0				-78.282	163.54399999999998				
mc109i	g		-46.0				-78.282	163.54399999999998				
mc109j	g		-42.0				-78.282	163.54399999999998				
mc109k	g		-27.5				-78.282	163.54399999999998				
mc109l	g		-28.0				-78.282	163.54399999999998				
mc109m	g		-53.0				-78.282	163.54399999999998				
mc10a	g		-73.0				-77.57	166.23				
mc10b	g		-70.0				-77.57	166.23				
mc10c	g		-52.0				-77.57	166.23				
mc10d	g		-37.0				-77.57	166.23				
mc10e	g		-70.0				-77.57	166.23				
mc10f	g		-73.0				-77.57	166.23				
mc10g	g		-31.0				-77.57	166.23				
mc10h	g		-70.0				-77.57	166.23				
mc110a	g		-49.0				-78.238	163.44299999999998				
mc110b	g		-47.0				-78.238	163.44299999999998				
mc110c	g		-44.0				-78.238	163.44299999999998				
mc110d	g		-40.0				-78.238	163.44299999999998				
mc110f	g		-77.0				-78.238	163.44299999999998				
mc110g	g		-80.0				-78.238	163.44299999999998				
mc110h	g		-85.0				-78.238	163.44299999999998				
mc110i	g		-84.0				-78.238	163.44299999999998				
mc110j	g		-42.0				-78.238	163.44299999999998				
mc110k	g		-52.0				-78.238	163.44299999999998				
mc111a	g		-51.0				-78.22399999999999	162.787				
mc111b	g		-45.0				-78.22399999999999	162.787				
mc111c	g		-50.0				-78.22399999999999	162.787				
mc111d	g		-55.0				-78.22399999999999	162.787				
mc111e	g		-54.0				-78.22399999999999	162.787				
mc111f	g		-91.0				-78.22399999999999	162.787				
mc111g	g		-85.5				-78.22399999999999	162.787				
mc111h	g		-56.0				-78.22399999999999	162.787				
mc111i	g		-59.0				-78.22399999999999	162.787				
mc111j	g		-55.0				-78.22399999999999	162.787				
mc111k	g		-47.0				-78.22399999999999	162.787				
mc111l	g		-50.0				-78.22399999999999	162.787				
mc111m	g		-52.0				-78.22399999999999	162.787				
mc112a	g		-71.0				-78.238	163.441				
mc112b	g		-73.0				-78.238	163.441				
mc112c	g		-71.0				-78.238	163.441				
mc112d	g		-74.0				-78.238	163.441				
mc112e	g		-45.0				-78.238	163.441				
mc112f	g		-43.0				-78.238	163.441				
mc112g	g		-51.0				-78.238	163.441				
mc112h	g		-54.0				-78.238	163.441				
mc112i	g		-56.0				-78.238	163.441				
mc112j	g		-63.0				-78.238	163.441				
mc113a	g		-62.0				-78.226	162.735				
mc113b	g		-61.0				-78.226	162.735				
mc113c	g		-52.0				-78.226	162.735				
mc113d	g		-83.0				-78.226	162.735				
mc113e	g		-85.0				-78.226	162.735				
mc113f	g		-68.0				-78.226	162.735				
mc113g	g		-65.0				-78.226	162.735				
mc113h	g		-52.5				-78.226	162.735				
mc113i	g		-58.0				-78.226	162.735				
mc113j	g		-52.0				-78.226	162.735				
mc113k	g		-56.0				-78.226	162.735				
mc113l	g		-59.0				-78.226	162.735				
mc113m	g		-62.0				-78.226	162.735				
mc113n	g		-66.0				-78.226	162.735				
mc114a	g		-46.0				-78.22399999999999	162.783				
mc114b	g		-59.0				-78.22399999999999	162.783				
mc114c	g		-79.0				-78.22399999999999	162.783				
mc114d	g		-87.0				-78.22399999999999	162.783				
mc114e	g		-82.0				-78.22399999999999	162.783				
mc114f	g		-57.0				-78.22399999999999	162.783				
mc114g	g		-47.0				-78.22399999999999	162.783				
mc114h	g		-63.0				-78.22399999999999	162.783				
mc114i	g		-77.0				-78.22399999999999	162.783				
mc114j	g		-54.0				-78.22399999999999	162.783				
mc115a	g		-73.0				-78.243	162.958				
mc115b	g		-62.5				-78.243	162.958				
mc115c	g		-72.5				-78.243	162.958				
mc115d	g		-70.0				-78.243	162.958				
mc115e	g		-60.5				-78.243	162.958				
mc115f	g		-69.0				-78.243	162.958				
mc115g	g		-38.5				-78.243	162.958				
mc115h	g		-38.5				-78.243	162.958				
mc115i	g		-47.0				-78.243	162.958				
mc115j	g		-69.5				-78.243	162.958				
mc115k	g		-82.0				-78.243	162.958				
mc115m	g		-74.5				-78.243	162.958				
mc115n	g		-72.0				-78.243	162.958				
mc115p	g		-74.0				-78.243	162.958				
mc115q	g		-22.0				-78.243	162.958				
mc115r	g		-23.5				-78.243	162.958				
mc116a	g		-55.0				-78.222	162.744				
mc116b	g		-36.5				-78.222	162.744				
mc116c	g		-74.0				-78.222	162.744				
mc116d	g		-70.0				-78.222	162.744				
mc116e	g		-71.0				-78.222	162.744				
mc116f	g		-84.0				-78.222	162.744				
mc116g	g		-78.0				-78.222	162.744				
mc116h	g		-85.0				-78.222	162.744				
mc116i	g		-82.0				-78.222	162.744				
mc116j	g		-82.0				-78.222	162.744				
mc116k	g		-83.0				-78.222	162.744				
mc117a	g		-44.0				-78.235	162.97299999999998				
mc117b	g		-43.0				-78.235	162.97299999999998				
mc117c	g		-49.0				-78.235	162.97299999999998				
mc117d	g		-60.0				-78.235	162.97299999999998				
mc117e	g		-54.0				-78.235	162.97299999999998				
mc117f	g		-59.5				-78.235	162.97299999999998				
mc117g	g		-40.0				-78.235	162.97299999999998				
mc117h	g		-50.0				-78.235	162.97299999999998				
mc117i	g		-49.0				-78.235	162.97299999999998				
mc117j	g		-51.0				-78.235	162.97299999999998				
mc117l	g		-55.0				-78.235	162.97299999999998				
mc118a	g		-71.0				-78.241	163.141				
mc118b	g		-85.5				-78.241	163.141				
mc118c	g		-82.0				-78.241	163.141				
mc118d	g		-81.0				-78.241	163.141				
mc118e	g		-83.0				-78.241	163.141				
mc118f	g		-85.5				-78.241	163.141				
mc118g	g		-81.0				-78.241	163.141				
mc118h	g		-88.5				-78.241	163.141				
mc118i	g		-78.0				-78.241	163.141				
mc118j	g		-88.5				-78.241	163.141				
mc118k	g		-92.0				-78.241	163.141				
mc118l	g		-88.0				-78.241	163.141				
mc119a	g		-70.0				-78.23899999999999	162.957				
mc119b	g		-71.5				-78.23899999999999	162.957				
mc119c	g		-79.0				-78.23899999999999	162.957				
mc119d	g		-86.0				-78.23899999999999	162.957				
mc119e	g		-77.0				-78.23899999999999	162.957				
mc119f	g		-71.5				-78.23899999999999	162.957				
mc119g	g		-70.0				-78.23899999999999	162.957				
mc119h	g		-71.5				-78.23899999999999	162.957				
mc119i	g		-50.0				-78.23899999999999	162.957				
mc119j	g		-51.0				-78.23899999999999	162.957				
mc119k	g		-43.0				-78.23899999999999	162.957				
mc119l	g		-50.0				-78.23899999999999	162.957				
mc11a	g		-79.0				-77.57	166.23				
mc11b	g		-77.0				-77.57	166.23				
mc11c	g		-65.0				-77.57	166.23				
mc11d	g		-45.0				-77.57	166.23				
mc11e	g		-35.0				-77.57	166.23				
mc11f	g		-47.0				-77.57	166.23				
mc11g	g		-88.0				-77.57	166.23				
mc11h	g		-34.0				-77.57	166.23				
mc120a	g		-35.5				-78.241	163.092				
mc120b	g		-20.5				-78.241	163.092				
mc120c	g		-42.5				-78.241	163.092				
mc120d	g		-60.0				-78.241	163.092				
mc120e	g		-62.0				-78.241	163.092				
mc120f	g		-66.0				-78.241	163.092				
mc120g	g		-59.0				-78.241	163.092				
mc120h	g		-58.5				-78.241	163.092				
mc120i	g		-60.0				-78.241	163.092				
mc120j	g		-57.0				-78.241	163.092				
mc120k	g		-56.5				-78.241	163.092				
mc120l	g		-48.0				-78.241	163.092				
mc120m	g		-56.0				-78.241	163.092				
mc121a	g		-71.0				-78.235	162.954				
mc121b	g		-72.0				-78.235	162.954				
mc121c	g		-77.0				-78.235	162.954				
mc121d	g		-76.0				-78.235	162.954				
mc121e	g		-73.0				-78.235	162.954				
mc121f	g		-74.0				-78.235	162.954				
mc121g	g		-27.5				-78.235	162.954				
mc121h	g		-32.0				-78.235	162.954				
mc121i	g		-25.0				-78.235	162.954				
mc121j	g		-33.0				-78.235	162.954				
mc121k	g		-35.5				-78.235	162.954				
mc122a	g		-13.0				-78.187	163.58				
mc122b	g		-9.0				-78.187	163.58				
mc122c	g		-38.0				-78.187	163.58				
mc122d	g		-39.0				-78.187	163.58				
mc122e	g		-7.0				-78.187	163.58				
mc122f	g		-23.0				-78.187	163.58				
mc122g	g		-29.0				-78.187	163.58				
mc122h	g		-27.0				-78.187	163.58				
mc122i	g		-5.0				-78.187	163.58				
mc122k	g		-22.5				-78.187	163.58				
mc122l	g		-17.0				-78.187	163.58				
mc123a	g		-38.0				-78.25399999999999	163.72899999999998				
mc123b	g		-30.0				-78.25399999999999	163.72899999999998				
mc123c	g		-39.0				-78.25399999999999	163.72899999999998				
mc123d	g		-35.0				-78.25399999999999	163.72899999999998				
mc123e	g		-29.5				-78.25399999999999	163.72899999999998				
mc123f	g		-39.0				-78.25399999999999	163.72899999999998				
mc123g	g		-35.5				-78.25399999999999	163.72899999999998				
mc123h	g		-29.5				-78.25399999999999	163.72899999999998				
mc123i	g		-37.5				-78.25399999999999	163.72899999999998				
mc123j	g		-29.0				-78.25399999999999	163.72899999999998				
mc123k	g		-46.0				-78.25399999999999	163.72899999999998				
mc123l	g		-46.0				-78.25399999999999	163.72899999999998				
mc124a	g		-16.0				-78.186	163.567				
mc124b	g		-14.0				-78.186	163.567				
mc124c	g		-13.0				-78.186	163.567				
mc124d	g		-9.5				-78.186	163.567				
mc124e	g		-27.0				-78.186	163.567				
mc124f	g		-26.0				-78.186	163.567				
mc124g	g		-23.5				-78.186	163.567				
mc124h	g		-4.5				-78.186	163.567				
mc124i	g		-33.0				-78.186	163.567				
mc124j	g		-24.0				-78.186	163.567				
mc124k	g		-42.0				-78.186	163.567				
mc124l	g		-47.0				-78.186	163.567				
mc125a	g		-38.5				-78.25399999999999	163.73				
mc125b	g		-52.0				-78.25399999999999	163.73				
mc125c	g		-36.5				-78.25399999999999	163.73				
mc125d	g		-41.0				-78.25399999999999	163.73				
mc125e	g		-34.0				-78.25399999999999	163.73				
mc125f	g		-31.0				-78.25399999999999	163.73				
mc125g	g		-49.5				-78.25399999999999	163.73				
mc125h	g		-68.0				-78.25399999999999	163.73				
mc125i	g		-40.0				-78.25399999999999	163.73				
mc125j	g		-45.0				-78.25399999999999	163.73				
mc125k	g		-56.5				-78.25399999999999	163.73				
mc125l	g		-74.5				-78.25399999999999	163.73				
mc125m	g		-42.5				-78.25399999999999	163.73				
mc125n	g		-39.0				-78.25399999999999	163.73				
mc125o	g		-56.0				-78.25399999999999	163.73				
mc126a	g		-20.0				-78.253	163.737				
mc126b	g		-26.0				-78.253	163.737				
mc126c	g		-2.0				-78.253	163.737				
mc126d	g		-16.0				-78.253	163.737				
mc126e	g		-10.0				-78.253	163.737				
mc126f	g		-12.0				-78.253	163.737				
mc126g	g		-22.0				-78.253	163.737				
mc126h	g		-21.0				-78.253	163.737				
mc126i	g		-13.0				-78.253	163.737				
mc126j	g		-11.5				-78.253	163.737				
mc127a	g		-33.0				-78.25399999999999	163.733				
mc127b	g		-34.0				-78.25399999999999	163.733				
mc127c	g		-29.0				-78.25399999999999	163.733				
mc127d	g		-36.0				-78.25399999999999	163.733				
mc127e	g		-52.0				-78.25399999999999	163.733				
mc127f	g		-54.0				-78.25399999999999	163.733				
mc127g	g		-52.0				-78.25399999999999	163.733				
mc127h	g		-53.0				-78.25399999999999	163.733				
mc127i	g		-49.0				-78.25399999999999	163.733				
mc127j	g		-49.5				-78.25399999999999	163.733				
mc128a	g		-64.5				-78.21	166.571				
mc128b	g		-61.5				-78.21	166.571				
mc128c	g		-74.0				-78.21	166.571				
mc128d	g		-83.0				-78.21	166.571				
mc128e	g		-92.0				-78.21	166.571				
mc128f	g		-94.0				-78.21	166.571				
mc128g	g		-70.0				-78.21	166.571				
mc128h	g		-84.0				-78.21	166.571				
mc128i	g		-84.0				-78.21	166.571				
mc128j	g		-82.0				-78.21	166.571				
mc128k	g		-81.0				-78.21	166.571				
mc129a	g		-41.5				-78.214	166.577				
mc129b	g		-39.5				-78.214	166.577				
mc129c	g		-39.5				-78.214	166.577				
mc129d	g		-32.0				-78.214	166.577				
mc129e	g		-31.5				-78.214	166.577				
mc129f	g		-50.5				-78.214	166.577				
mc129h	g		-63.0				-78.214	166.577				
mc129i	g		-67.0				-78.214	166.577				
mc129j	g		-37.0				-78.214	166.577				
mc129l	g		-46.0				-78.214	166.577				
mc129m	g		-48.0				-78.214	166.577				
mc12b	g		-72.0				-77.58	166.23				
mc130a	g		-25.5				-78.21	166.579				
mc130b	g		-28.0				-78.21	166.579				
mc130c	g		-20.0				-78.21	166.579				
mc130d	g		-25.0				-78.21	166.579				
mc130e	g		-26.5				-78.21	166.579				
mc130f	g		-20.0				-78.21	166.579				
mc130g	g		-7.0				-78.21	166.579				
mc130h	g		-25.0				-78.21	166.579				
mc130i	g		-26.0				-78.21	166.579				
mc130j	g		-41.0				-78.21	166.579				
mc131a	g		-33.0				-78.214	166.57299999999998				
mc131b	g		-29.5				-78.214	166.57299999999998				
mc131c	g		-24.5				-78.214	166.57299999999998				
mc131d	g		-22.0				-78.214	166.57299999999998				
mc131e	g		-33.0				-78.214	166.57299999999998				
mc131f	g		-30.5				-78.214	166.57299999999998				
mc131g	g		-47.5				-78.214	166.57299999999998				
mc131h	g		-47.0				-78.214	166.57299999999998				
mc131i	g		-47.0				-78.214	166.57299999999998				
mc131j	g		-51.5				-78.214	166.57299999999998				
mc131k	g		-44.5				-78.214	166.57299999999998				
mc131l	g		-51.0				-78.214	166.57299999999998				
mc131m	g		-56.5				-78.214	166.57299999999998				
mc132a	g		-19.0				-78.206	166.55200000000002				
mc132b	g		-19.0				-78.206	166.55200000000002				
mc132c	g		-18.0				-78.206	166.55200000000002				
mc132d	g		-19.0				-78.206	166.55200000000002				
mc132e	g		-20.5				-78.206	166.55200000000002				
mc132f	g		-16.0				-78.206	166.55200000000002				
mc132g	g		-10.0				-78.206	166.55200000000002				
mc132h	g		-9.0				-78.206	166.55200000000002				
mc132i	g		-36.0				-78.206	166.55200000000002				
mc132j	g		-36.0				-78.206	166.55200000000002				
mc132k	g		-25.0				-78.206	166.55200000000002				
mc132l	g		-26.0				-78.206	166.55200000000002				
mc133a	g		-53.5				-78.199	166.584				
mc133b	g		-58.5				-78.199	166.584				
mc133c	g		-61.5				-78.199	166.584				
mc133d	g		-58.5				-78.199	166.584				
mc133e	g		-16.5				-78.199	166.584				
mc133f	g		-12.0				-78.199	166.584				
mc133g	g		-68.0				-78.199	166.584				
mc133h	g		-56.0				-78.199	166.584				
mc133i	g		-56.0				-78.199	166.584				
mc133j	g		-60.0				-78.199	166.584				
mc133l	g		-62.0				-78.199	166.584				
mc133m	g		-60.5				-78.199	166.584				
mc134a	g		-31.0				-78.219	166.607				
mc134b	g		-37.0				-78.219	166.607				
mc134c	g		-49.0				-78.219	166.607				
mc134d	g		-49.0				-78.219	166.607				
mc134e	g		-23.0				-78.219	166.607				
mc134f	g		-20.0				-78.219	166.607				
mc134g	g		-17.0				-78.219	166.607				
mc134h	g		-22.0				-78.219	166.607				
mc134i	g		-32.0				-78.219	166.607				
mc134j	g		-36.5				-78.219	166.607				
mc134k	g		-49.0				-78.219	166.607				
mc135a	g		-66.5				-78.23100000000001	166.565				
mc135b	g		-63.5				-78.23100000000001	166.565				
mc135c	g		-13.0				-78.23100000000001	166.565				
mc135d	g		-11.0				-78.23100000000001	166.565				
mc135e	g		-10.0				-78.23100000000001	166.565				
mc135f	g		-16.5				-78.23100000000001	166.565				
mc135g	g		-38.5				-78.23100000000001	166.565				
mc135h	g		-39.5				-78.23100000000001	166.565				
mc135i	g		-24.0				-78.23100000000001	166.565				
mc135j	g		-35.0				-78.23100000000001	166.565				
mc136a	g		-38.0				-78.282	163.329				
mc136b	g		-38.0				-78.282	163.329				
mc136c	g		-14.0				-78.282	163.329				
mc136d	g		-43.0				-78.282	163.329				
mc136e	g		-34.0				-78.282	163.329				
mc136f	g		-35.0				-78.282	163.329				
mc136g	g		-44.0				-78.282	163.329				
mc136h	g		-59.5				-78.282	163.329				
mc136i	g		-64.0				-78.282	163.329				
mc136j	g		-43.0				-78.282	163.329				
mc136k	g		-49.0				-78.282	163.329				
mc137a	g		-77.5				-78.26100000000001	163.257				
mc137b	g		-76.0				-78.26100000000001	163.257				
mc137c	g		-74.0				-78.26100000000001	163.257				
mc137d	g		-70.0				-78.26100000000001	163.257				
mc137e	g		-56.5				-78.26100000000001	163.257				
mc137f	g		-59.0				-78.26100000000001	163.257				
mc137g	g		-57.0				-78.26100000000001	163.257				
mc137h	g		-41.0				-78.26100000000001	163.257				
mc137i	g		-41.0				-78.26100000000001	163.257				
mc137j	g		-60.5				-78.26100000000001	163.257				
mc137k	g		-63.5				-78.26100000000001	163.257				
mc137l	g		-73.0				-78.26100000000001	163.257				
mc138a	g		-58.0				-78.26	163.24				
mc138b	g		-61.0				-78.26	163.24				
mc138c	g		-55.0				-78.26	163.24				
mc138d	g		-56.0				-78.26	163.24				
mc138e	g		-77.0				-78.26	163.24				
mc138f	g		-74.0				-78.26	163.24				
mc138g	g		-33.0				-78.26	163.24				
mc138h	g		-28.0				-78.26	163.24				
mc138i	g		-20.0				-78.26	163.24				
mc138j	g		-37.0				-78.26	163.24				
mc138k	g		-39.0				-78.26	163.24				
mc139a	g		-63.0				-78.26	163.08				
mc139b	g		-53.5				-78.26	163.08				
mc139c	g		-65.5				-78.26	163.08				
mc139d	g		-62.5				-78.26	163.08				
mc139e	g		-59.5				-78.26	163.08				
mc139f	g		-73.0				-78.26	163.08				
mc139g	g		-66.0				-78.26	163.08				
mc139h	g		-57.0				-78.26	163.08				
mc139i	g		-58.5				-78.26	163.08				
mc139j	g		-47.5				-78.26	163.08				
mc139k	g		-62.0				-78.26	163.08				
mc13a	g		-58.0				-77.64	166.41				
mc13b	g		-71.0				-77.64	166.41				
mc13c	g		-81.0				-77.64	166.41				
mc13d	g		-42.0				-77.64	166.41				
mc13e	g		-59.0				-77.64	166.41				
mc13f	g		-76.0				-77.64	166.41				
mc13g	g		-70.0				-77.64	166.41				
mc13h	g		-54.0				-77.64	166.41				
mc140a	g		-79.0				-78.27600000000001	163.004				
mc140b	g		-80.5				-78.27600000000001	163.004				
mc140c	g		-85.0				-78.27600000000001	163.004				
mc140d	g		-82.0				-78.27600000000001	163.004				
mc140e	g		-66.0				-78.27600000000001	163.004				
mc140f	g		-60.5				-78.27600000000001	163.004				
mc140g	g		-68.5				-78.27600000000001	163.004				
mc140h	g		-82.5				-78.27600000000001	163.004				
mc140i	g		-85.5				-78.27600000000001	163.004				
mc140j	g		-72.0				-78.27600000000001	163.004				
mc141b	g		-62.0				-77.58	166.24599999999998				
mc141c	g		-57.0				-77.58	166.24599999999998				
mc141d	g		-72.0				-77.58	166.24599999999998				
mc141e	g		-75.0				-77.58	166.24599999999998				
mc141f	g		75.0				-77.58	166.24599999999998				
mc141g	g		-54.0				-77.58	166.24599999999998				
mc141h	g		-58.0				-77.58	166.24599999999998				
mc141i	g		-61.5				-77.58	166.24599999999998				
mc141j	g		-69.5				-77.58	166.24599999999998				
mc141k	g		-74.5				-77.58	166.24599999999998				
mc141l	g		-35.5				-77.58	166.24599999999998				
mc142a	g		-52.0				-77.851	166.68				
mc142b	g		-68.5				-77.851	166.68				
mc142c	g		-32.5				-77.851	166.68				
mc142d	g		-33.0				-77.851	166.68				
mc142e	g		-33.5				-77.851	166.68				
mc142f	g		-37.0				-77.851	166.68				
mc142g	g		-50.0				-77.851	166.68				
mc142h	g		-62.0				-77.851	166.68				
mc142i	g		-66.0				-77.851	166.68				
mc142j	g		-26.0				-77.851	166.68				
mc142k	g		-29.0				-77.851	166.68				
mc143a	g		-78.0				-78.244	162.879				
mc143b	g		-83.5				-78.244	162.879				
mc143c	g		-71.5				-78.244	162.879				
mc143d	g		-74.5				-78.244	162.879				
