tab	demag_orient
sample_name	sample_orientation_flag	mag_azimuth	field_dip	bedding_dip_direction	bedding_dip	shadow_angle	lat	long	date	hhmm	GPS_baseline	GPS_Az
mc143e	g		-84.0				-78.244	162.879				
mc143f	g		-81.0				-78.244	162.879				
mc143g	g		-70.0				-78.244	162.879				
mc143h	g		-73.0				-78.244	162.879				
mc143i	g		-68.5				-78.244	162.879				
mc143j	g		-70.0				-78.244	162.879				
mc143k	g		-45.0				-78.244	162.879				
mc144a	g		-40.0				-77.85	166.688				
mc144b	g		-39.0				-77.85	166.688				
mc144c	g		-81.0				-77.85	166.688				
mc144d	g		-51.0				-77.85	166.688				
mc144e	g		-51.0				-77.85	166.688				
mc144f	g		-47.0				-77.85	166.688				
mc144g	g		-46.0				-77.85	166.688				
mc144h	g		-44.0				-77.85	166.688				
mc144i	g		-42.0				-77.85	166.688				
mc144j	g		-35.0				-77.85	166.688				
mc144k	g		-31.5				-77.85	166.688				
mc145a	g		0.0				-77.85	166.688				
mc145b	g		-54.0				-78.24	162.893				
mc145c	g		-55.5				-78.24	162.893				
mc145d	g		-64.0				-78.24	162.893				
mc145e	g		-54.5				-78.24	162.893				
mc145f	g		-53.5				-78.24	162.893				
mc145g	g		-62.5				-78.24	162.893				
mc145i	g		-59.5				-78.24	162.893				
mc145j	g		-48.0				-78.24	162.893				
mc145k	g		-50.0				-78.24	162.893				
mc145l	g		-63.5				-78.24	162.893				
mc145m	g		-46.0				-78.24	162.893				
mc145n	g		-65.5				-78.24	162.893				
mc146a	g		-34.0				-78.22	162.963				
mc146b	g		-36.0				-78.22	162.963				
mc146c	g		-19.0				-78.22	162.963				
mc146d	g		-17.0				-78.22	162.963				
mc146e	g		-34.5				-78.22	162.963				
mc146f	g		-51.0				-78.22	162.963				
mc146g	g		-51.0				-78.22	162.963				
mc146h	g		-25.0				-78.22	162.963				
mc146i	g		-25.5				-78.22	162.963				
mc146j	g		-36.0				-78.22	162.963				
mc146k	g		-33.0				-78.22	162.963				
mc147a	g		-78.5				-78.196	162.96200000000002				
mc147b	g		-78.0				-78.196	162.96200000000002				
mc147c	g		-79.0				-78.196	162.96200000000002				
mc147d	g		-78.0				-78.196	162.96200000000002				
mc147e	g		-77.0				-78.196	162.96200000000002				
mc147f	g		-33.5				-78.196	162.96200000000002				
mc147g	g		-78.0				-78.196	162.96200000000002				
mc147h	g		-73.5				-78.196	162.96200000000002				
mc147i	g		-74.0				-78.196	162.96200000000002				
mc147j	g		-78.0				-78.196	162.96200000000002				
mc147k	g		-77.0				-78.196	162.96200000000002				
mc147l	g		-82.0				-78.196	162.96200000000002				
mc147m	g		-71.5				-78.196	162.96200000000002				
mc147n	g		-69.0				-78.196	162.96200000000002				
mc148a	g		-72.0				-77.492	167.24900000000002				
mc148b	g		-69.0				-77.492	167.24900000000002				
mc148c	g		-57.0				-77.492	167.24900000000002				
mc148d	g		-50.0				-77.492	167.24900000000002				
mc148e	g		-23.0				-77.492	167.24900000000002				
mc148f	g		-17.0				-77.492	167.24900000000002				
mc148g	g		-22.0				-77.492	167.24900000000002				
mc148h	g		-32.0				-77.492	167.24900000000002				
mc148i	g		-42.0				-77.492	167.24900000000002				
mc148j	g		-42.0				-77.492	167.24900000000002				
mc148k	g		-40.0				-77.492	167.24900000000002				
mc149a	g		-53.5				-77.486	167.187				
mc149b	g		-82.5				-77.486	167.187				
mc149c	g		-79.5				-77.486	167.187				
mc149d	g		-55.0				-77.486	167.187				
mc149e	g		-52.5				-77.486	167.187				
mc149f	g		-56.0				-77.486	167.187				
mc149g	g		-58.0				-77.486	167.187				
mc149h	g		-59.5				-77.486	167.187				
mc149i	g		-63.0				-77.486	167.187				
mc149j	g		-64.0				-77.486	167.187				
mc149k	g		-67.0				-77.486	167.187				
mc14a	g		-43.0				-77.46	169.23				
mc14b	g		-31.0				-77.46	169.23				
mc14c	g		-35.0				-77.46	169.23				
mc14d	g		-34.0				-77.46	169.23				
mc14e	g		-50.0				-77.46	169.23				
mc14f	g		-29.0				-77.46	169.23				
mc14g	g		-37.0				-77.46	169.23				
mc14h	g		-38.0				-77.46	169.23				
mc150a	g		-70.0				-77.714	162.637				
mc150b	g		-62.0				-77.714	162.637				
mc150c	g		-22.0				-77.714	162.637				
mc150d	g		-72.0				-77.714	162.637				
mc150e	g		-62.0				-77.714	162.637				
mc150f	g		-68.0				-77.714	162.637				
mc150g	g		-72.0				-77.714	162.637				
mc150h	g		-52.0				-77.714	162.637				
mc150i	g		-50.0				-77.714	162.637				
mc150j	g		-60.0				-77.714	162.637				
mc151a	g		-86.5				-77.486	167.187				
mc151b	g		-70.0				-77.486	167.187				
mc151c	g		-59.0				-77.486	167.187				
mc151d	g		-79.5				-77.486	167.187				
mc151e	g		-52.0				-77.486	167.187				
mc151f	g		-47.5				-77.486	167.187				
mc152a	g		-100.0				-77.71600000000001	162.645				
mc152b	g		-92.0				-77.71600000000001	162.645				
mc152c	g		-76.0				-77.71600000000001	162.645				
mc152d	g		-73.0				-77.71600000000001	162.645				
mc152e	g		-78.0				-77.71600000000001	162.645				
mc152f	g		-72.0				-77.71600000000001	162.645				
mc152g	g		-56.0				-77.71600000000001	162.645				
mc152h	g		-50.0				-77.71600000000001	162.645				
mc152i	g		-79.0				-77.71600000000001	162.645				
mc152j	g		-70.0				-77.71600000000001	162.645				
mc152k	g		-69.0				-77.71600000000001	162.645				
mc153a	g		-69.5				-77.76	162.144				
mc153c	g		-77.0				-77.76	162.144				
mc153d	g		-79.5				-77.76	162.144				
mc153e	g		-73.0				-77.76	162.144				
mc153f	g		-65.0				-77.76	162.144				
mc153g	g		-62.0				-77.76	162.144				
mc153h	g		-59.5				-77.76	162.144				
mc153i	g		-58.0				-77.76	162.144				
mc153j	g		-55.0				-77.76	162.144				
mc153k	g		-53.5				-77.76	162.144				
mc153l	g		-46.5				-77.76	162.144				
mc153m	g		-46.0				-77.76	162.144				
mc154a	g		-90.0				-77.719	162.626				
mc154b	g		-87.0				-77.719	162.626				
mc154c	g		-83.0				-77.719	162.626				
mc154d	g		-82.5				-77.719	162.626				
mc154e	g		-79.0				-77.719	162.626				
mc154f	g		-86.0				-77.719	162.626				
mc154g	g		-59.0				-77.719	162.626				
mc154h	g		-57.0				-77.719	162.626				
mc154i	g		-42.0				-77.719	162.626				
mc154j	g		-43.0				-77.719	162.626				
mc155a	g		-44.5				-77.699	162.253				
mc155b	g		-47.5				-77.699	162.253				
mc155c	g		-24.5				-77.699	162.253				
mc155d	g		-24.0				-77.699	162.253				
mc155e	g		-34.0				-77.699	162.253				
mc155f	g		-25.5				-77.699	162.253				
mc155g	g		-26.0				-77.699	162.253				
mc155h	g		-16.5				-77.699	162.253				
mc155i	g		-34.0				-77.699	162.253				
mc155j	g		-36.0				-77.699	162.253				
mc155k	g		-36.0				-77.699	162.253				
mc155l	g		-21.0				-77.699	162.253				
mc155m	g		-25.0				-77.699	162.253				
mc155n	g		-26.0				-77.699	162.253				
mc156a	g		-62.0				-77.705	162.592				
mc156b	g		-58.0				-77.705	162.592				
mc156c	g		-54.0				-77.705	162.592				
mc156d	g		-50.0				-77.705	162.592				
mc156e	g		-58.0				-77.705	162.592				
mc156f	g		-54.0				-77.705	162.592				
mc156g	g		-34.0				-77.705	162.592				
mc156h	g		-35.0				-77.705	162.592				
mc156i	g		-89.0				-77.705	162.592				
mc156j	g		-87.0				-77.705	162.592				
mc157a	g		-36.5				-77.703	162.264				
mc157b	g		-38.5				-77.703	162.264				
mc157c	g		-43.5				-77.703	162.264				
mc157d	g						-77.703	162.264				
mc157e	g		-31.0				-77.703	162.264				
mc157f	g		-23.0				-77.703	162.264				
mc157g	g		-34.0				-77.703	162.264				
mc157h	g		-51.0				-77.703	162.264				
mc157j	g		-35.0				-77.703	162.264				
mc157k	g		-39.0				-77.703	162.264				
mc157l	g		-29.0				-77.703	162.264				
mc157m	g		-37.0				-77.703	162.264				
mc157n	g		-47.0				-77.703	162.264				
mc158a	g		-14.0				-77.688	162.46200000000002				
mc158b	g		-22.5				-77.688	162.46200000000002				
mc158c	g		-12.0				-77.688	162.46200000000002				
mc158d	g		-18.0				-77.688	162.46200000000002				
mc158e	g		-10.0				-77.688	162.46200000000002				
mc158f	g		-9.0				-77.688	162.46200000000002				
mc158g	g		-22.0				-77.688	162.46200000000002				
mc158h	g		-31.0				-77.688	162.46200000000002				
mc158i	g		-31.0				-77.688	162.46200000000002				
mc158j	g		-7.0				-77.688	162.46200000000002				
mc15a	g		-21.0				-77.47	169.23				
mc15b	g		-34.0				-77.47	169.23				
mc15c	g		-47.0				-77.47	169.23				
mc15d	g		-33.0				-77.47	169.23				
mc15e	g		-34.0				-77.47	169.23				
mc15f	g		-31.0				-77.47	169.23				
mc15g	g		-59.0				-77.47	169.23				
mc15h	g		-42.0				-77.47	169.23				
mc160a	g		-46.5				-77.687	162.35399999999998				
mc160b	g		-51.0				-77.687	162.35399999999998				
mc160c	g		-22.5				-77.687	162.35399999999998				
mc160d	g		-14.5				-77.687	162.35399999999998				
mc160e	g		-30.0				-77.687	162.35399999999998				
mc160f	g		-30.5				-77.687	162.35399999999998				
mc160g	g		-47.0				-77.687	162.35399999999998				
mc160h	g		-45.5				-77.687	162.35399999999998				
mc160i	g		-50.0				-77.687	162.35399999999998				
mc160j	g		-47.5				-77.687	162.35399999999998				
mc160k	g		-32.0				-77.687	162.35399999999998				
mc160l	g		-52.0				-77.687	162.35399999999998				
mc161a	g		-20.0				-77.702	162.694				
mc161b	g		-25.0				-77.702	162.694				
mc161c	g		-21.5				-77.702	162.694				
mc161d	g		-29.0				-77.702	162.694				
mc161e	g		-23.5				-77.702	162.694				
mc161f	g		-26.0				-77.702	162.694				
mc161g	g		-24.0				-77.702	162.694				
mc161h	g		-27.5				-77.702	162.694				
mc161i	g		-32.0				-77.702	162.694				
mc161j	g		-26.0				-77.702	162.694				
mc161k	g		-30.0				-77.702	162.694				
mc162a	g		-50.0				-77.70100000000001	162.69				
mc162b	g		-47.0				-77.70100000000001	162.69				
mc162c	g		-51.0				-77.70100000000001	162.69				
mc162d	g		-42.5				-77.70100000000001	162.69				
mc162e	g		-63.0				-77.70100000000001	162.69				
mc162f	g		-63.5				-77.70100000000001	162.69				
mc162g	g		-55.0				-77.70100000000001	162.69				
mc162h	g		-50.0				-77.70100000000001	162.69				
mc162i	g		-48.0				-77.70100000000001	162.69				
mc162j	g		-50.0				-77.70100000000001	162.69				
mc163a	g		-28.0				-77.7	162.68				
mc163b	g		-26.0				-77.7	162.68				
mc163c	g		-39.0				-77.7	162.68				
mc163d	g		-44.0				-77.7	162.68				
mc163e	g		-32.0				-77.7	162.68				
mc163f	g		-28.0				-77.7	162.68				
mc163g	g		-24.0				-77.7	162.68				
mc163h	g		-28.0				-77.7	162.68				
mc163i	g		-19.0				-77.7	162.68				
mc163j	g		-24.0				-77.7	162.68				
mc163k	g		-56.0				-77.7	162.68				
mc164a	g		-24.0				-77.514	169.33				
mc164b	g		-18.0				-77.514	169.33				
mc164c	g		-28.0				-77.514	169.33				
mc164d	g		-29.0				-77.514	169.33				
mc164e	g		-27.0				-77.514	169.33				
mc164f	g		-26.0				-77.514	169.33				
mc164g	g		-25.0				-77.514	169.33				
mc164h	g		-27.0				-77.514	169.33				
mc164i	g		-19.0				-77.514	169.33				
mc164j	g		-19.5				-77.514	169.33				
mc164k	g		-26.0				-77.514	169.33				
mc164l	g		-14.0				-77.514	169.33				
mc165a	g		-64.5				-77.513	169.332				
mc165b	g		-68.0				-77.513	169.332				
mc165c	g		-56.0				-77.513	169.332				
mc165d	g		-56.0				-77.513	169.332				
mc165e	g		-56.0				-77.513	169.332				
mc165f	g		-53.0				-77.513	169.332				
mc165g	g		-57.0				-77.513	169.332				
mc165h	g		-62.0				-77.513	169.332				
mc165i	g		-46.0				-77.513	169.332				
mc165j	g		-50.0				-77.513	169.332				
mc166a	g		-16.0				-77.84899999999999	166.67				
mc166b	g		-20.0				-77.84899999999999	166.67				
mc166c	g		-59.0				-77.84899999999999	166.67				
mc166d	g		-57.0				-77.84899999999999	166.67				
mc166e	g		-35.0				-77.84899999999999	166.67				
mc166f	g		-26.0				-77.84899999999999	166.67				
mc166g	g		-51.0				-77.84899999999999	166.67				
mc166h	g		-46.0				-77.84899999999999	166.67				
mc166i	g		-49.0				-77.84899999999999	166.67				
mc166j	g		-47.0				-77.84899999999999	166.67				
mc166l	g		-51.5				-77.84899999999999	166.67				
mc167a	g		-20.5				-77.487	169.294				
mc167b	g		-21.0				-77.487	169.294				
mc167c	g		-24.0				-77.487	169.294				
mc167d	g		-23.5				-77.487	169.294				
mc167e	g		-32.0				-77.487	169.294				
mc167f	g		-28.0				-77.487	169.294				
mc167g	g		-25.0				-77.487	169.294				
mc167h	g		-21.0				-77.487	169.294				
mc167i	g		-23.0				-77.487	169.294				
mc167j	g		-36.0				-77.487	169.294				
mc167k	g		-32.5				-77.487	169.294				
mc168a	g		-29.5				-77.488	169.292				
mc168b	g		-34.0				-77.488	169.292				
mc168c	g		-20.0				-77.488	169.292				
mc168d	g		-16.5				-77.488	169.292				
mc168e	g		-39.0				-77.488	169.292				
mc168f	g		-35.0				-77.488	169.292				
mc168g	g		-38.0				-77.488	169.292				
mc168h	g		-41.0				-77.488	169.292				
mc168i	g		-23.5				-77.488	169.292				
mc168j	g		-20.0				-77.488	169.292				
mc168k	g		-30.0				-77.488	169.292				
mc168l	g		-33.0				-77.488	169.292				
mc169a	g		-12.0				-77.491	169.28				
mc169b	g		-12.0				-77.491	169.28				
mc169c	g		-27.0				-77.491	169.28				
mc169d	g		-23.0				-77.491	169.28				
mc169e	g		-21.0				-77.491	169.28				
mc169f	g		-25.0				-77.491	169.28				
mc169g	g		-19.5				-77.491	169.28				
mc169h	g		-28.0				-77.491	169.28				
mc169i	g		-30.0				-77.491	169.28				
mc169j	g		-21.0				-77.491	169.28				
mc16d	g		-32.0				-77.51	169.38				
mc170a	g		-70.0				-77.854	166.71400000000003				
mc170b	g		-54.0				-77.854	166.71400000000003				
mc170c	g		-60.0				-77.854	166.71400000000003				
mc170d	g		-53.0				-77.854	166.71400000000003				
mc170e	g		-55.0				-77.854	166.71400000000003				
mc170f	g		-53.0				-77.854	166.71400000000003				
mc170g	g		-60.0				-77.854	166.71400000000003				
mc170h	g		-56.0				-77.854	166.71400000000003				
mc170i	g		-31.0				-77.854	166.71400000000003				
mc170j	g		-29.0				-77.854	166.71400000000003				
mc170k	g		-42.0				-77.854	166.71400000000003				
mc19a	g		-43.0				-77.86	165.23				
mc19b	g		-40.0				-77.86	165.23				
mc19c	g		-94.0				-77.86	165.23				
mc19d	g		-71.0				-77.86	165.23				
mc19e	g		-66.0				-77.86	165.23				
mc19f	g		-63.0				-77.86	165.23				
mc19g	g		-47.0				-77.86	165.23				
mc19h	g		-28.0				-77.86	165.23				
mc200a	g		-34.0				-77.54995	166.16148				
mc200b	g		-35.0				-77.54995	166.16148				
mc200c	g		-35.0				-77.54995	166.16148				
mc200d	g		-40.0				-77.54995	166.16148				
mc200e	g		-62.0				-77.54995	166.16148				
mc200f	g		-51.0				-77.54995	166.16148				
mc200g	g		-59.0				-77.54995	166.16148				
mc200h	g		-54.5				-77.54995	166.16148				
mc200i	g		-36.0				-77.54995	166.16148				
mc200j	g		-38.0				-77.54995	166.16148				
mc200k	g		-34.0				-77.54995	166.16148				
mc201a	g		-48.0				-77.56284000000001	166.21958				
mc201b	g		-52.5				-77.56284000000001	166.21958				
mc201c	g		-47.0				-77.56284000000001	166.21958				
mc201d	g		-39.0				-77.56284000000001	166.21958				
mc201e	g		-42.0				-77.56284000000001	166.21958				
mc201f	g		-40.0				-77.56284000000001	166.21958				
mc201g	g		-44.0				-77.56284000000001	166.21958				
mc201h	g		-53.5				-77.56284000000001	166.21958				
mc201i	g		-49.0				-77.56284000000001	166.21958				
mc201j	g		-60.0				-77.56284000000001	166.21958				
mc202a	g		-70.0				-77.65674	166.36424				
mc202b	g		-72.0				-77.65674	166.36424				
mc202c	g		-72.0				-77.65674	166.36424				
mc202d	g		-68.0				-77.65674	166.36424				
mc202e	g		-65.5				-77.65674	166.36424				
mc202f	g		-65.0				-77.65674	166.36424				
mc202g	g		-55.0				-77.65674	166.36424				
mc202h	g		-44.0				-77.65674	166.36424				
mc202i	g		-46.0				-77.65674	166.36424				
mc202j	g		-25.5				-77.65674	166.36424				
mc203a	g		-70.0				-77.5807	166.25055				
mc203b	g		-82.0				-77.5807	166.25055				
mc203c	g		-85.5				-77.5807	166.25055				
mc203d	g		-79.0				-77.5807	166.25055				
mc203e	g		-70.5				-77.5807	166.25055				
mc203f	g		-77.0				-77.5807	166.25055				
mc203g	g		-78.5				-77.5807	166.25055				
mc203h	g		-71.0				-77.5807	166.25055				
mc203i	g		-86.0				-77.5807	166.25055				
mc203j	g		-89.0				-77.5807	166.25055				
mc204a	g		-68.5				-77.6402	166.40836000000002				
mc204b	g		-82.0				-77.6402	166.40836000000002				
mc204c	g		-82.0				-77.6402	166.40836000000002				
mc204d	g		-89.0				-77.6402	166.40836000000002				
mc204e	g		-83.0				-77.6402	166.40836000000002				
mc204f	g		-71.0				-77.6402	166.40836000000002				
mc204g	g		-79.0				-77.6402	166.40836000000002				
mc204h	g		-91.5				-77.6402	166.40836000000002				
mc204i	g		-90.5				-77.6402	166.40836000000002				
mc204j	g		-92.0				-77.6402	166.40836000000002				
mc204k	g		-85.0				-77.6402	166.40836000000002				
mc204l	g		-76.0				-77.6402	166.40836000000002				
mc205a	g		-62.0				-77.65666	166.72515				
mc205b	g		-64.0				-77.65666	166.72515				
mc205c	g		-58.0				-77.65666	166.72515				
mc205d	g		-78.0				-77.65666	166.72515				
mc205e	g		-80.0				-77.65666	166.72515				
mc205f	g		-60.0				-77.65666	166.72515				
mc205g	g		-61.5				-77.65666	166.72515				
mc205h	g		-81.0				-77.65666	166.72515				
mc205i	g		-87.0				-77.65666	166.72515				
mc205j	g		-78.0				-77.65666	166.72515				
mc205k	g		-90.0				-77.65666	166.72515				
mc206a	g		-82.5				-77.66665	166.78033				
mc206b	g		-87.0				-77.66665	166.78033				
mc206c	g		-84.5				-77.66665	166.78033				
mc206d	g		-85.0				-77.66665	166.78033				
mc206e	g		-88.0				-77.66665	166.78033				
mc206f	g		-51.0				-77.66665	166.78033				
mc206g	g		-54.0				-77.66665	166.78033				
mc206h	g		-56.0				-77.66665	166.78033				
mc206i	g		-63.0				-77.66665	166.78033				
mc206j	g		-36.0				-77.66665	166.78033				
mc206k	g		-77.0				-77.66665	166.78033				
mc207a	g		-81.0				-77.67871	166.5173				
mc207b	g		-82.0				-77.67871	166.5173				
mc207c	g		-84.0				-77.67871	166.5173				
mc207d	g		-78.0				-77.67871	166.5173				
mc207e	g		-36.5				-77.67871	166.5173				
mc207f	g		-35.0				-77.67871	166.5173				
mc207g	g		-35.0				-77.67871	166.5173				
mc207h	g		-62.5				-77.67871	166.5173				
mc207i	g		-70.0				-77.67871	166.5173				
mc207j	g		-64.0				-77.67871	166.5173				
mc207k	g		-69.0				-77.67871	166.5173				
mc208a	g		-77.0				-77.66786	166.53186000000002				
mc208b	g		-83.0				-77.66786	166.53186000000002				
mc208c	g		-79.0				-77.66786	166.53186000000002				
mc208d	g		-70.5				-77.66786	166.53186000000002				
mc208e	g		-69.0				-77.66786	166.53186000000002				
mc208f	g		-75.5				-77.66786	166.53186000000002				
mc208g	g		-77.0				-77.66786	166.53186000000002				
mc208h	g		-80.0				-77.66786	166.53186000000002				
mc208i	g		-100.0				-77.66786	166.53186000000002				
mc208j	g		-98.0				-77.66786	166.53186000000002				
mc209a	g		-64.0				-77.68544	166.36812				
mc209b	g		-63.5				-77.68544	166.36812				
mc209c	g		-63.0				-77.68544	166.36812				
mc209d	g		-63.5				-77.68544	166.36812				
mc209e	g		-61.0				-77.68544	166.36812				
mc209f	g		-61.0				-77.68544	166.36812				
mc209g	g		-89.0				-77.68544	166.36812				
mc209h	g		-92.0				-77.68544	166.36812				
mc209i	g		-85.0				-77.68544	166.36812				
mc209j	g		-89.5				-77.68544	166.36812				
mc20a	g		-82.0				-77.88	165.02				
mc20b	g		-71.0				-77.88	165.02				
mc20c	g		-89.0				-77.88	165.02				
mc20d	g		-55.0				-77.88	165.02				
mc20e	g		-42.0				-77.88	165.02				
mc20f	g		-54.0				-77.88	165.02				
mc20g	g		-45.0				-77.88	165.02				
mc20h	g		-42.0				-77.88	165.02				
mc210a	g		-61.0				-77.69125	166.3743				
mc210b	g		-84.0				-77.69125	166.3743				
mc210c	g		-77.0				-77.69125	166.3743				
mc210d	g		-72.5				-77.69125	166.3743				
mc210e	g		-71.0				-77.69125	166.3743				
mc210f	g		-80.0				-77.69125	166.3743				
mc210g	g		-78.5				-77.69125	166.3743				
mc210h	g		-80.0				-77.69125	166.3743				
mc210i	g		-74.5				-77.69125	166.3743				
mc210j	g		-72.0				-77.69125	166.3743				
mc211a	g		-51.0				-77.66147	166.3397				
mc211b	g		-57.0				-77.66147	166.3397				
mc211c	g		-52.5				-77.66147	166.3397				
mc211d	g		-80.5				-77.66147	166.3397				
mc211e	g		-48.5				-77.66147	166.3397				
mc211f	g		-48.5				-77.66147	166.3397				
mc211g	g		-83.5				-77.66147	166.3397				
mc211h	g		-84.0				-77.66147	166.3397				
mc211i	g		-69.0				-77.66147	166.3397				
mc211j	g		-60.5				-77.66147	166.3397				
mc212a	g		-62.5				-77.56505	166.35938000000002				
mc212b	g		-57.0				-77.56505	166.35938000000002				
mc212c	g		-42.0				-77.56505	166.35938000000002				
mc212d	g		-49.0				-77.56505	166.35938000000002				
mc212e	g		-82.5				-77.56505	166.35938000000002				
mc212f	g		-70.0				-77.56505	166.35938000000002				
mc212g	g		-79.0				-77.56505	166.35938000000002				
mc212h	g		-46.5				-77.56505	166.35938000000002				
mc212i	g		-54.5				-77.56505	166.35938000000002				
mc212j	g		-54.0				-77.56505	166.35938000000002				
mc212k	g		-51.0				-77.56505	166.35938000000002				
mc212l	g		-53.0				-77.56505	166.35938000000002				
mc213a	g		-71.0				-77.22331	166.42877				
mc213b	g		-69.0				-77.22331	166.42877				
mc213c	g		-67.0				-77.22331	166.42877				
mc213d	g		-67.0				-77.22331	166.42877				
mc213e	g		-74.5				-77.22331	166.42877				
mc213f	g		-96.5				-77.22331	166.42877				
mc213g	g		-98.0				-77.22331	166.42877				
mc213h	g		-112.0				-77.22331	166.42877				
mc213i	g		-89.0				-77.22331	166.42877				
mc213j	g		-82.0				-77.22331	166.42877				
mc213k	g		-57.0				-77.22331	166.42877				
mc214a	g		-66.5				-77.22355	166.4294				
mc214b	g		-53.0				-77.22355	166.4294				
mc214c	g		-47.0				-77.22355	166.4294				
mc214d	g		-90.0				-77.22355	166.4294				
mc214e	g		-98.0				-77.22355	166.4294				
mc214f	g		-81.0				-77.22355	166.4294				
mc214g	g		-96.5				-77.22355	166.4294				
mc214h	g		-87.0				-77.22355	166.4294				
mc214i	g		-90.0				-77.22355	166.4294				
mc214j	g		-90.0				-77.22355	166.4294				
mc215a	g		-8.5				-77.4773	166.89491				
mc215b	g		-11.0				-77.4773	166.89491				
mc215c	g		-12.0				-77.4773	166.89491				
mc215d	g		-48.0				-77.4773	166.89491				
mc215e	g		-24.0				-77.4773	166.89491				
mc215f	g		-15.0				-77.4773	166.89491				
mc215g	g		-14.0				-77.4773	166.89491				
mc215h	g		-32.5				-77.4773	166.89491				
mc215i	g		-27.0				-77.4773	166.89491				
mc215j	g		-38.5				-77.4773	166.89491				
mc216a	g		-47.5				-77.42390999999999	166.81075				
mc216b	g		-37.5				-77.42390999999999	166.81075				
mc216c	g		-50.0				-77.42390999999999	166.81075				
mc216d	g		-36.0				-77.42390999999999	166.81075				
mc216e	g		-41.0				-77.42390999999999	166.81075				
mc216f	g		-39.0				-77.42390999999999	166.81075				
mc216g	g		-52.0				-77.42390999999999	166.81075				
mc216h	g		-46.0				-77.42390999999999	166.81075				
mc216i	g		-75.0				-77.42390999999999	166.81075				
mc216j	g		-90.0				-77.42390999999999	166.81075				
mc217a	g		-67.0				-77.50885	167.44064				
mc217b	g		-68.0				-77.50885	167.44064				
mc217c	g		-69.5				-77.50885	167.44064				
mc217d	g		-73.5				-77.50885	167.44064				
mc217e	g		-69.5				-77.50885	167.44064				
mc217f	g		-78.0				-77.50885	167.44064				
mc217g	g		-76.0				-77.50885	167.44064				
mc217h	g		-63.0				-77.50885	167.44064				
mc217i	g		-74.0				-77.50885	167.44064				
mc217j	g		-61.5				-77.50885	167.44064				
mc217k	g		-60.0				-77.50885	167.44064				
mc218a	g		-83.0				-77.56218	166.97756				
mc218b	g		-86.5				-77.56218	166.97756				
mc218c	g		-92.0				-77.56218	166.97756				
mc218d	g		-87.0				-77.56218	166.97756				
mc218e	g		-59.5				-77.56218	166.97756				
mc218f	g		-61.5				-77.56218	166.97756				
mc218g	g		-41.0				-77.56218	166.97756				
mc218h	g		-37.0				-77.56218	166.97756				
mc218i	g		-43.0				-77.56218	166.97756				
mc218j	g		-43.0				-77.56218	166.97756				
mc218k	g		-41.0				-77.56218	166.97756				
mc218l	g		-80.0				-77.56218	166.97756				
mc219a	g		-61.0				-77.84783	166.67453				
mc219b	g		-60.5				-77.84783	166.67453				
mc219c	g		-26.0				-77.84783	166.67453				
mc219d	g		-23.0				-77.84783	166.67453				
mc219e	g		-22.5				-77.84783	166.67453				
mc219f	g		-19.5				-77.84783	166.67453				
mc219g	g		-20.5				-77.84783	166.67453				
mc219h	g		-17.5				-77.84783	166.67453				
mc219i	g		-15.5				-77.84783	166.67453				
mc219j	g		-70.0				-77.84783	166.67453				
mc219k	g		-66.0				-77.84783	166.67453				
mc219l	g		-58.0				-77.84783	166.67453				
mc21a	g		-78.0				-78.21	166.49				
mc21b	g		-65.0				-78.21	166.49				
mc21c	g		-18.0				-78.21	166.49				
mc21d	g		-11.0				-78.21	166.49				
mc21e	g		-27.0				-78.21	166.49				
mc21f	g		-24.0				-78.21	166.49				
mc21g	g		-11.0				-78.21	166.49				
mc21h	g		-22.0				-78.21	166.49				
mc220a	g		-80.0				-77.45702	166.91009				
mc220b	g		-84.0				-77.45702	166.91009				
mc220c	g		-89.5				-77.45702	166.91009				
mc220d	g		-82.0				-77.45702	166.91009				
mc220e	g		-94.0				-77.45702	166.91009				
mc220f	g		-77.5				-77.45702	166.91009				
mc220g	g		-66.5				-77.45702	166.91009				
mc220h	g		-73.5				-77.45702	166.91009				
mc220i	g		-82.0				-77.45702	166.91009				
mc220j	g		-74.0				-77.45702	166.91009				
mc221a	g		-81.0				-77.5161	166.79804				
mc221b	g		-84.5				-77.5161	166.79804				
mc221c	g		-84.0				-77.5161	166.79804				
mc221d	g		-93.5				-77.5161	166.79804				
mc221e	g		-92.0				-77.5161	166.79804				
mc221f	g		-91.0				-77.5161	166.79804				
mc221g	g		-89.0				-77.5161	166.79804				
mc221h	g		-50.0				-77.5161	166.79804				
mc221i	g		-48.0				-77.5161	166.79804				
mc221j	g		-46.5				-77.5161	166.79804				
mc222a	g		-61.5				-77.53893000000001	166.84845				
mc222b	g		-50.0				-77.53893000000001	166.84845				
mc222c	g		-26.0				-77.53893000000001	166.84845				
mc222d	g		-33.0				-77.53893000000001	166.84845				
mc222e	g		-19.0				-77.53893000000001	166.84845				
mc222f	g		-12.0				-77.53893000000001	166.84845				
mc222g	g		-17.5				-77.53893000000001	166.84845				
mc222h	g		-55.0				-77.53893000000001	166.84845				
mc222i	g		-42.0				-77.53893000000001	166.84845				
mc222j	g		-53.5				-77.53893000000001	166.84845				
mc223a	g		-78.0				-77.65831	166.7863				
mc223b	g		-74.0				-77.65831	166.7863				
mc223c	g		-75.0				-77.65831	166.7863				
mc223d	g		-75.5				-77.65831	166.7863				
