"hosp_curr","LATITUDE","LONGITUDE"
"334032",33.750105,-116.960134
"334048",33.897404,-117.186026
"334068",33.55815,-117.18312
"334487",33.91006,-117.20035
"334589",34.049452,-117.264177
"340947",38.569349,-121.452238
"340950",38.669114,-121.315175
"340951",38.464206,-121.416335
"341006",38.554365,-121.457477
"341051",38.570444,-121.470321
"341052",38.571298,-121.438843
"342344",38.468989,-121.421347
"342392",38.467272,-121.417942
"344029",38.670725,-121.146677
"350784",36.83511,-121.386913
"361105",34.893331,-117.017447
"361144",34.024711,-117.685321
"361166",34.077692,-117.695817
"361223",34.072593,-117.435487
"361246",34.049764,-117.263435
"361308",34.037596,-117.20586
"361318",34.100944,-117.637242
"361323",34.131289,-117.322523
"361339",34.135883,-117.275504
"361343",34.540586,-117.265636
"361370",34.528592,-117.292559
"362041",34.129656,-116.276703
"364144",34.470919,-117.298104
"364188",34.104508,-117.565545
"364231",34.072574,-117.3528
"364265",34.032411,-117.608906
"370658",32.633716,-117.086032
"370673",32.797663,-117.150823
"370695",32.797199,-117.15662
"370705",33.380206,-117.245066
"370714",32.781728,-117.008127
"370730",32.792944,-117.09497
"370744",32.751187,-117.160893
"370755",33.12601,-117.076087
"370759",32.686914,-117.081309
"370771",32.885517,-117.223041
"370780",33.184092,-117.290277
"370782",32.753811,-117.165086
"370875",32.619,-117.024874
"370977",32.996718,-117.057821
"371394",33.036304,-117.28322
"374382",33.121338,-117.121542
"380777",37.786254,-122.454923
"380857",37.782785,-122.44293
"380939",37.755054,-122.405081
"380964",37.748024,-122.420928
"381154",37.76346,-122.457891
"390846",37.961226,-121.300731
"390922",38.121858,-121.286652
"390923",38.121896,-121.285823
"391010",37.886469,-121.282105
"391042",37.969454,-121.287933
"391056",37.744231,-121.434905
"392287",37.801062,-121.196813
"400466",35.114171,-120.591532
"400480",35.277953,-120.649618
"400524",35.290995,-120.666184
"400548",35.554415,-120.720643
"410782",37.531324,-122.29801
"410804",37.489506,-122.22337
"410817",37.678876,-122.474313
"410852",37.592577,-122.385291
"410891",37.480979,-122.253256
"420491",34.639225,-120.439689
"420493",34.952139,-120.414053
"420514",34.4300972,-119.7221527
"430705",37.362582,-121.847693
"430743",37.261556,-121.969251
"430763",37.369014,-122.081676
"430779",37.251135,-121.947047
"430837",37.327082,-121.937278
"430883",37.314224,-121.931969
"431506",37.239493,-121.800935
"434040",37.437386,-122.175081
"434138",37.034972,-121.572924
"434153",37.335895,-121.99833
"440755",36.988356,-121.983863
"444012",36.987819,-121.978159
"444013",36.928254,-121.793702
"450936",41.024234,-121.424368
"450949",40.572751,-122.395959
"474007",41.7186,-122.645256
"480989",38.1284,-122.247664
"481094",38.130914,-122.238079
"481357",38.261133,-122.047589
"490907",38.441991,-122.701357
"490919",38.49632,-122.752026
"491001",38.289115,-122.461706
"491064",38.442977,-122.701147
"491076",38.288476,-122.465245
"494019",38.470258,-122.726131
"500852",37.665534,-120.99628
"500867",37.51051,-120.838971
"500939",37.668893,-120.975641
"500967",37.758048,-120.860367
"504042",37.706581,-121.052499
"510882",39.14335,-121.617701
"521041",40.149128,-122.217406
"540734",36.327444,-119.294284
"540798",36.069546,-119.027251
"540816",36.219798,-119.337702
"554011",37.977421,-120.371431
"560473",34.274702,-119.257387
"560481",34.276301,-119.251791
"560492",34.207241,-118.883477
"560508",34.244374,-119.01915
"560521",34.365757,-119.065363
"560525",34.289887,-118.745611
"560529",34.217908,-119.156102
"571086",38.664342,-121.793367
"574010",38.56285,-121.7713
"580996",39.138772,-121.59341
"700112",36.264475,-119.893348
"700461",34.225264,-116.04874
"700501",33.221316,-117.388804
"700502",32.725057,-117.144283
"700597",38.270021,-121.963781
"700693",35.263978,-116.690903
"750001",36.884228,-119.800034
"750002",37.479738,-122.254791
"750004",33.057171,-117.261185
