tab 	magic_measurements
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_chi_volume	measurement_date	measurement_description	measurement_flag	measurement_lab_field_ac	measurement_number	measurement_standard	measurement_temp
	This study		nw004a3	nw004a3	nw004a3	nw004a3:LP-AN-MS	SIO-KLY4S	LP-X	5.300E-4	2007:06:18:22:58	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw004a4	nw004a4	nw004a4	nw004a4:LP-AN-MS	SIO-KLY4S	LP-X	5.382E-4	2007:06:18:23:01	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw004a5	nw004a5	nw004a5	nw004a5:LP-AN-MS	SIO-KLY4S	LP-X	5.822E-4	2007:06:18:23:06	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw005a1	nw005a1	nw005a1	nw005a1:LP-AN-MS	SIO-KLY4S	LP-X	7.543E-4	2007:06:18:23:09	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw005a2	nw005a2	nw005a2	nw005a2:LP-AN-MS	SIO-KLY4S	LP-X	7.213E-4	2007:06:18:23:12	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw005a3	nw005a3	nw005a3	nw005a3:LP-AN-MS	SIO-KLY4S	LP-X	6.496E-4	2007:06:18:23:15	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw005a4	nw005a4	nw005a4	nw005a4:LP-AN-MS	SIO-KLY4S	LP-X	6.860E-4	2007:06:18:23:18	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw006a1	nw006a1	nw006a1	nw006a1:LP-AN-MS	SIO-KLY4S	LP-X	6.711E-4	2007:06:18:23:20	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw006a2	nw006a2	nw006a2	nw006a2:LP-AN-MS	SIO-KLY4S	LP-X	6.356E-4	2007:06:18:23:23	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw006a3	nw006a3	nw006a3	nw006a3:LP-AN-MS	SIO-KLY4S	LP-X	6.118E-4	2007:06:18:23:26	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw006a4	nw006a4	nw006a4	nw006a4:LP-AN-MS	SIO-KLY4S	LP-X	6.196E-4	2007:06:18:23:28	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw007a1	nw007a1	nw007a1	nw007a1:LP-AN-MS	SIO-KLY4S	LP-X	4.237E-4	2007:06:18:23:31	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw007a2	nw007a2	nw007a2	nw007a2:LP-AN-MS	SIO-KLY4S	LP-X	4.279E-4	2007:06:18:23:33	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw007a3	nw007a3	nw007a3	nw007a3:LP-AN-MS	SIO-KLY4S	LP-X	4.115E-4	2007:06:18:23:36	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw007a4	nw007a4	nw007a4	nw007a4:LP-AN-MS	SIO-KLY4S	LP-X	4.191E-4	2007:06:18:23:38	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw007a5	nw007a5	nw007a5	nw007a5:LP-AN-MS	SIO-KLY4S	LP-X	3.984E-4	2007:06:18:23:41	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw008a1	nw008a1	nw008a1	nw008a1:LP-AN-MS	SIO-KLY4S	LP-X	2.323E-4	2007:06:18:23:43	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw008a2	nw008a2	nw008a2	nw008a2:LP-AN-MS	SIO-KLY4S	LP-X	1.875E-4	2007:06:18:23:45	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw008a3	nw008a3	nw008a3	nw008a3:LP-AN-MS	SIO-KLY4S	LP-X	1.937E-4	2007:06:18:23:48	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw008a4	nw008a4	nw008a4	nw008a4:LP-AN-MS	SIO-KLY4S	LP-X	1.735E-4	2007:06:18:23:51	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw009a1	nw009a1	nw009a1	nw009a1:LP-AN-MS	SIO-KLY4S	LP-X	1.936E-4	2007:06:18:23:53	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw009a2	nw009a2	nw009a2	nw009a2:LP-AN-MS	SIO-KLY4S	LP-X	1.905E-4	2007:06:18:23:56	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw009a3	nw009a3	nw009a3	nw009a3:LP-AN-MS	SIO-KLY4S	LP-X	2.254E-4	2007:06:19:00:00	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw009a4	nw009a4	nw009a4	nw009a4:LP-AN-MS	SIO-KLY4S	LP-X	2.015E-4	2007:06:19:01:03	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw010a1	nw010a1	nw010a1	nw010a1:LP-AN-MS	SIO-KLY4S	LP-X	7.415E-4	2007:06:19:01:07	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw010a2	nw010a2	nw010a2	nw010a2:LP-AN-MS	SIO-KLY4S	LP-X	6.664E-4	2007:06:19:01:09	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw010a3	nw010a3	nw010a3	nw010a3:LP-AN-MS	SIO-KLY4S	LP-X	6.860E-4	2007:06:19:01:12	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw010a4	nw010a4	nw010a4	nw010a4:LP-AN-MS	SIO-KLY4S	LP-X	6.679E-4	2007:06:19:01:14	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw010a4	nw010a4	nw010a4	nw010a4:LP-AN-MS	SIO-KLY4S	LP-X	6.671E-4	2007:06:19:01:16	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw011a1	nw011a1	nw011a1	nw011a1:LP-AN-MS	SIO-KLY4S	LP-X	2.200E-6	2007:06:19:01:19	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw011a1	nw011a1	nw011a1	nw011a1:LP-AN-MS	SIO-KLY4S	LP-X	2.181E-6	2007:06:19:01:21	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw011a2	nw011a2	nw011a2	nw011a2:LP-AN-MS	SIO-KLY4S	LP-X	3.695E-5	2007:06:19:01:24	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw011a3	nw011a3	nw011a3	nw011a3:LP-AN-MS	SIO-KLY4S	LP-X	1.063E-4	2007:06:19:01:27	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw011a4	nw011a4	nw011a4	nw011a4:LP-AN-MS	SIO-KLY4S	LP-X	5.412E-5	2007:06:19:01:29	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw012a1	nw012a1	nw012a1	nw012a1:LP-AN-MS	SIO-KLY4S	LP-X	5.211E-4	2007:06:19:01:32	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw012a2	nw012a2	nw012a2	nw012a2:LP-AN-MS	SIO-KLY4S	LP-X	4.999E-4	2007:06:19:01:35	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw012a3	nw012a3	nw012a3	nw012a3:LP-AN-MS	SIO-KLY4S	LP-X	5.616E-4	2007:06:19:01:39	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw012a4	nw012a4	nw012a4	nw012a4:LP-AN-MS	SIO-KLY4S	LP-X	4.931E-4	2007:06:19:01:41	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw012a5	nw012a5	nw012a5	nw012a5:LP-AN-MS	SIO-KLY4S	LP-X	4.084E-4	2007:06:19:01:44	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw013a1	nw013a1	nw013a1	nw013a1:LP-AN-MS	SIO-KLY4S	LP-X	7.010E-5	2007:06:19:01:47	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw013a2	nw013a2	nw013a2	nw013a2:LP-AN-MS	SIO-KLY4S	LP-X	1.331E-4	2007:06:19:01:50	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw013a3	nw013a3	nw013a3	nw013a3:LP-AN-MS	SIO-KLY4S	LP-X	4.634E-5	2007:06:19:01:53	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw013a4	nw013a4	nw013a4	nw013a4:LP-AN-MS	SIO-KLY4S	LP-X	4.252E-5	2007:06:19:01:56	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw013a5	nw013a5	nw013a5	nw013a5:LP-AN-MS	SIO-KLY4S	LP-X	1.463E-4	2007:06:19:01:59	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw014a1	nw014a1	nw014a1	nw014a1:LP-AN-MS	SIO-KLY4S	LP-X	2.099E-4	2007:06:19:02:01	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw014a2	nw014a2	nw014a2	nw014a2:LP-AN-MS	SIO-KLY4S	LP-X	2.305E-4	2007:06:19:02:03	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw014a3	nw014a3	nw014a3	nw014a3:LP-AN-MS	SIO-KLY4S	LP-X	2.180E-4	2007:06:19:02:06	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw014a4	nw014a4	nw014a4	nw014a4:LP-AN-MS	SIO-KLY4S	LP-X	1.985E-4	2007:06:19:02:09	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw014a5	nw014a5	nw014a5	nw014a5:LP-AN-MS	SIO-KLY4S	LP-X	2.589E-4	2007:06:19:02:15	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw015a1	nw015a1	nw015a1	nw015a1:LP-AN-MS	SIO-KLY4S	LP-X	1.202E-4	2007:06:19:02:18	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw015a2	nw015a2	nw015a2	nw015a2:LP-AN-MS	SIO-KLY4S	LP-X	3.878E-5	2007:06:19:02:20	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw015a2	nw015a2	nw015a2	nw015a2:LP-AN-MS	SIO-KLY4S	LP-X	3.875E-5	2007:06:19:02:23	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw015a3	nw015a3	nw015a3	nw015a3:LP-AN-MS	SIO-KLY4S	LP-X	5.193E-5	2007:06:19:02:26	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw015a4	nw015a4	nw015a4	nw015a4:LP-AN-MS	SIO-KLY4S	LP-X	1.802E-4	2007:06:19:02:28	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw015a5	nw015a5	nw015a5	nw015a5:LP-AN-MS	SIO-KLY4S	LP-X	1.750E-4	2007:06:19:02:31	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw016a1	nw016a1	nw016a1	nw016a1:LP-AN-MS	SIO-KLY4S	LP-X	6.504E-5	2007:06:19:02:33	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw016a1	nw016a1	nw016a1	nw016a1:LP-AN-MS	SIO-KLY4S	LP-X	6.497E-5	2007:06:19:02:35	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw016a2	nw016a2	nw016a2	nw016a2:LP-AN-MS	SIO-KLY4S	LP-X	7.154E-5	2007:06:19:02:37	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw016a2	nw016a2	nw016a2	nw016a2:LP-AN-MS	SIO-KLY4S	LP-X	7.153E-5	2007:06:19:02:40	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw016a3	nw016a3	nw016a3	nw016a3:LP-AN-MS	SIO-KLY4S	LP-X	7.614E-5	2007:06:19:02:42	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw016a3	nw016a3	nw016a3	nw016a3:LP-AN-MS	SIO-KLY4S	LP-X	7.614E-5	2007:06:19:02:44	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw016a4	nw016a4	nw016a4	nw016a4:LP-AN-MS	SIO-KLY4S	LP-X	5.444E-5	2007:06:19:02:47	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw016a4	nw016a4	nw016a4	nw016a4:LP-AN-MS	SIO-KLY4S	LP-X	5.433E-5	2007:06:19:02:50	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw016a5	nw016a5	nw016a5	nw016a5:LP-AN-MS	SIO-KLY4S	LP-X	9.884E-5	2007:06:19:02:52	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw017a1	nw017a1	nw017a1	nw017a1:LP-AN-MS	SIO-KLY4S	LP-X	3.193E-4	2007:06:19:20:48	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw017a2	nw017a2	nw017a2	nw017a2:LP-AN-MS	SIO-KLY4S	LP-X	2.639E-4	2007:06:19:20:51	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw017a3	nw017a3	nw017a3	nw017a3:LP-AN-MS	SIO-KLY4S	LP-X	4.048E-4	2007:06:19:20:54	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw017a4	nw017a4	nw017a4	nw017a4:LP-AN-MS	SIO-KLY4S	LP-X	3.242E-4	2007:06:19:20:57	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw017a5	nw017a5	nw017a5	nw017a5:LP-AN-MS	SIO-KLY4S	LP-X	2.907E-4	2007:06:19:21:00	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw018a1	nw018a1	nw018a1	nw018a1:LP-AN-MS	SIO-KLY4S	LP-X	7.095E-4	2007:06:19:21:02	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw018a2	nw018a2	nw018a2	nw018a2:LP-AN-MS	SIO-KLY4S	LP-X	7.001E-4	2007:06:19:21:05	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw018a3	nw018a3	nw018a3	nw018a3:LP-AN-MS	SIO-KLY4S	LP-X	7.507E-4	2007:06:19:21:08	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw018a4	nw018a4	nw018a4	nw018a4:LP-AN-MS	SIO-KLY4S	LP-X	6.679E-4	2007:06:19:21:11	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw019a1	nw019a1	nw019a1	nw019a1:LP-AN-MS	SIO-KLY4S	LP-X	9.373E-5	2007:06:20:18:03	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw019a2	nw019a2	nw019a2	nw019a2:LP-AN-MS	SIO-KLY4S	LP-X	6.458E-4	2007:06:20:18:06	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw019a3	nw019a3	nw019a3	nw019a3:LP-AN-MS	SIO-KLY4S	LP-X	6.768E-4	2007:06:20:18:14	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw019a4	nw019a4	nw019a4	nw019a4:LP-AN-MS	SIO-KLY4S	LP-X	6.776E-4	2007:06:20:18:18	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw020a1	nw020a1	nw020a1	nw020a1:LP-AN-MS	SIO-KLY4S	LP-X	2.615E-4	2007:06:20:18:23	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw020a2	nw020a2	nw020a2	nw020a2:LP-AN-MS	SIO-KLY4S	LP-X	2.540E-4	2007:06:20:18:26	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw020a3	nw020a3	nw020a3	nw020a3:LP-AN-MS	SIO-KLY4S	LP-X	2.826E-4	2007:06:20:18:48	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw021a1	nw021a1	nw021a1	nw021a1:LP-AN-MS	SIO-KLY4S	LP-X	4.685E-4	2007:06:20:18:51	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw021a3	nw021a3	nw021a3	nw021a3:LP-AN-MS	SIO-KLY4S	LP-X	1.367E-4	2007:06:20:18:58	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw021a4	nw021a4	nw021a4	nw021a4:LP-AN-MS	SIO-KLY4S	LP-X	1.422E-4	2007:06:20:19:01	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw021a5	nw021a5	nw021a5	nw021a5:LP-AN-MS	SIO-KLY4S	LP-X	1.345E-4	2007:06:20:19:05	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw022a1	nw022a1	nw022a1	nw022a1:LP-AN-MS	SIO-KLY4S	LP-X	4.373E-4	2007:06:20:19:08	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw022a2	nw022a2	nw022a2	nw022a2:LP-AN-MS	SIO-KLY4S	LP-X	4.290E-4	2007:06:20:19:11	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw022a3	nw022a3	nw022a3	nw022a3:LP-AN-MS	SIO-KLY4S	LP-X	4.470E-4	2007:06:20:19:15	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw022a3	nw022a3	nw022a3	nw022a3:LP-AN-MS	SIO-KLY4S	LP-X	9.617E-6	2007:06:20:19:18	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw022a3	nw022a3	nw022a3	nw022a3:LP-AN-MS	SIO-KLY4S	LP-X	4.460E-4	2007:06:20:19:21	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw023a1	nw023a1	nw023a1	nw023a1:LP-AN-MS	SIO-KLY4S	LP-X	4.320E-4	2007:06:20:19:40	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw023a2	nw023a2	nw023a2	nw023a2:LP-AN-MS	SIO-KLY4S	LP-X	4.263E-4	2007:06:20:19:46	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw021a4	nw021a4	nw021a4	nw021a4:LP-AN-MS	SIO-KLY4S	LP-X	1.417E-4	2007:06:20:19:51	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw023a3	nw023a3	nw023a3	nw023a3:LP-AN-MS	SIO-KLY4S	LP-X	4.217E-4	2007:06:20:19:55	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw023a4	nw023a4	nw023a4	nw023a4:LP-AN-MS	SIO-KLY4S	LP-X	4.684E-4	2007:06:20:20:00	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw024a1	nw024a1	nw024a1	nw024a1:LP-AN-MS	SIO-KLY4S	LP-X	2.670E-4	2007:06:20:20:07	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw024a2	nw024a2	nw024a2	nw024a2:LP-AN-MS	SIO-KLY4S	LP-X	2.476E-4	2007:06:20:20:10	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw024a3	nw024a3	nw024a3	nw024a3:LP-AN-MS	SIO-KLY4S	LP-X	2.804E-4	2007:06:20:20:14	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw024a4	nw024a4	nw024a4	nw024a4:LP-AN-MS	SIO-KLY4S	LP-X	2.652E-4	2007:06:20:20:17	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw024a5	nw024a5	nw024a5	nw024a5:LP-AN-MS	SIO-KLY4S	LP-X	2.969E-4	2007:06:20:20:21	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw025a1	nw025a1	nw025a1	nw025a1:LP-AN-MS	SIO-KLY4S	LP-X	6.953E-4	2007:06:20:20:25	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw025a2	nw025a2	nw025a2	nw025a2:LP-AN-MS	SIO-KLY4S	LP-X	7.671E-4	2007:06:20:20:29	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw025a3	nw025a3	nw025a3	nw025a3:LP-AN-MS	SIO-KLY4S	LP-X	6.783E-4	2007:06:20:20:32	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw026a1	nw026a1	nw026a1	nw026a1:LP-AN-MS	SIO-KLY4S	LP-X	4.336E-4	2007:06:20:20:37	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw026a3	nw026a3	nw026a3	nw026a3:LP-AN-MS	SIO-KLY4S	LP-X	3.856E-4	2007:06:20:20:41	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw027a1	nw027a1	nw027a1	nw027a1:LP-AN-MS	SIO-KLY4S	LP-X	6.886E-4	2007:06:20:20:45	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw027a2	nw027a2	nw027a2	nw027a2:LP-AN-MS	SIO-KLY4S	LP-X	6.805E-4	2007:06:20:20:49	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw027a3	nw027a3	nw027a3	nw027a3:LP-AN-MS	SIO-KLY4S	LP-X	6.562E-4	2007:06:20:20:51	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw027a4	nw027a4	nw027a4	nw027a4:LP-AN-MS	SIO-KLY4S	LP-X	6.777E-4	2007:06:20:20:54	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw028a1	nw028a1	nw028a1	nw028a1:LP-AN-MS	SIO-KLY4S	LP-X	6.594E-4	2007:06:20:21:35	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw028a2	nw028a2	nw028a2	nw028a2:LP-AN-MS	SIO-KLY4S	LP-X	6.367E-4	2007:06:20:21:38	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw028a3	nw028a3	nw028a3	nw028a3:LP-AN-MS	SIO-KLY4S	LP-X	5.953E-4	2007:06:20:21:41	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw028a4	nw028a4	nw028a4	nw028a4:LP-AN-MS	SIO-KLY4S	LP-X	5.676E-4	2007:06:20:21:44	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw028a5	nw028a5	nw028a5	nw028a5:LP-AN-MS	SIO-KLY4S	LP-X	6.077E-4	2007:06:20:21:47	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw029a1	nw029a1	nw029a1	nw029a1:LP-AN-MS	SIO-KLY4S	LP-X	8.810E-4	2007:06:20:21:52	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw029a2	nw029a2	nw029a2	nw029a2:LP-AN-MS	SIO-KLY4S	LP-X	1.007E-3	2007:06:20:21:56	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw029a3	nw029a3	nw029a3	nw029a3:LP-AN-MS	SIO-KLY4S	LP-X	9.974E-4	2007:06:20:22:00	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw029a4	nw029a4	nw029a4	nw029a4:LP-AN-MS	SIO-KLY4S	LP-X	8.013E-4	2007:06:20:22:03	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw030a1	nw030a1	nw030a1	nw030a1:LP-AN-MS	SIO-KLY4S	LP-X	6.082E-4	2007:06:20:22:06	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw030a2	nw030a2	nw030a2	nw030a2:LP-AN-MS	SIO-KLY4S	LP-X	5.692E-4	2007:06:20:22:08	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw030a3	nw030a3	nw030a3	nw030a3:LP-AN-MS	SIO-KLY4S	LP-X	6.113E-4	2007:06:20:22:12	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw030a4	nw030a4	nw030a4	nw030a4:LP-AN-MS	SIO-KLY4S	LP-X	5.903E-4	2007:06:20:22:14	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw030a5	nw030a5	nw030a5	nw030a5:LP-AN-MS	SIO-KLY4S	LP-X	1.023E-3	2007:06:20:22:16	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw031a1	nw031a1	nw031a1	nw031a1:LP-AN-MS	SIO-KLY4S	LP-X	4.682E-4	2007:06:20:22:40	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw031a2	nw031a2	nw031a2	nw031a2:LP-AN-MS	SIO-KLY4S	LP-X	4.513E-4	2007:06:20:22:45	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw031a3	nw031a3	nw031a3	nw031a3:LP-AN-MS	SIO-KLY4S	LP-X	4.947E-4	2007:06:20:22:49	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw031a4	nw031a4	nw031a4	nw031a4:LP-AN-MS	SIO-KLY4S	LP-X	3.880E-4	2007:06:20:22:52	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw032a1	nw032a1	nw032a1	nw032a1:LP-AN-MS	SIO-KLY4S	LP-X	4.605E-4	2007:06:20:22:57	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw032a2	nw032a2	nw032a2	nw032a2:LP-AN-MS	SIO-KLY4S	LP-X	4.491E-4	2007:06:20:23:01	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw032a3	nw032a3	nw032a3	nw032a3:LP-AN-MS	SIO-KLY4S	LP-X	4.218E-4	2007:06:20:23:04	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw032a4	nw032a4	nw032a4	nw032a4:LP-AN-MS	SIO-KLY4S	LP-X	4.422E-4	2007:06:20:23:07	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw032a5	nw032a5	nw032a5	nw032a5:LP-AN-MS	SIO-KLY4S	LP-X	4.925E-4	2007:06:20:23:10	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw033a1	nw033a1	nw033a1	nw033a1:LP-AN-MS	SIO-KLY4S	LP-X	3.294E-5	2007:06:20:23:14	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw033a1	nw033a1	nw033a1	nw033a1:LP-AN-MS	SIO-KLY4S	LP-X	3.290E-5	2007:06:20:23:17	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw033a2	nw033a2	nw033a2	nw033a2:LP-AN-MS	SIO-KLY4S	LP-X	1.996E-5	2007:06:20:23:23	Bulk measurement	g	3.770e-04	1	u	300
	This study		nw033a3	nw033a3	nw033a3	nw033a3:LP-AN-MS	SIO-KLY4S	LP-X	2.262E-5	2007:06:20:23:28	Bulk measurement	g	3.770e-04	1	u	300
