tab	demag_orient
sample_name	sample_orientation_flag	mag_azimuth	field_dip	bedding_dip_direction	bedding_dip	shadow_angle	lat	long	date	hhmm	GPS_baseline	GPS_Az
999-U999A-1H-1-A-92.0	g		0									
999-U999A-1H-1-A-92.5	g		0									
999-U999A-1H-1-A-94.0	g		0									
999-U999A-1H-1-A-95.0	g		0									
999-U999A-1H-1-A-96.0	g		0									
999-U999A-1H-1-A-97.5	g		0									
999-U999A-1H-1-A-98.0	g		0									
999-U999A-1H-1-W-10.0	g		0									
999-U999A-1H-1-W-20.0	g		0									
999-U999A-1H-1-W-26.0	g		0									
999-U999A-1H-1-W-95.0	g		0									
999-U999A-1H-2-A-0.0	g		0									
999-U999A-1H-2-A-10.0	g		0									
999-U999A-1H-2-A-100.0	g		0									
999-U999A-1H-2-A-105.0	g		0									
999-U999A-1H-2-A-110.0	g		0									
999-U999A-1H-2-A-115.0	g		0									
999-U999A-1H-2-A-120.0	g		0									
999-U999A-1H-2-A-125.0	g		0									
999-U999A-1H-2-A-130.0	g		0									
999-U999A-1H-2-A-135.0	g		0									
999-U999A-1H-2-A-15.0	g		0									
999-U999A-1H-2-A-20.0	g		0									
999-U999A-1H-2-A-25.0	g		0									
999-U999A-1H-2-A-30.0	g		0									
999-U999A-1H-2-A-35.0	g		0									
999-U999A-1H-2-A-40.0	g		0									
999-U999A-1H-2-A-45.0	g		0									
999-U999A-1H-2-A-5.0	g		0									
999-U999A-1H-2-A-50.0	g		0									
999-U999A-1H-2-A-55.0	g		0									
999-U999A-1H-2-A-60.0	g		0									
999-U999A-1H-2-A-65.0	g		0									
999-U999A-1H-2-A-70.0	g		0									
999-U999A-1H-2-A-75.0	g		0									
999-U999A-1H-2-A-80.0	g		0									
999-U999A-1H-2-A-85.0	g		0									
999-U999A-1H-2-A-90.0	g		0									
999-U999A-1H-2-A-95.0	g		0									
999-U999A-1H-2-W-15.0	g		0									
999-U999A-1H-3-A-0.0	g		0									
999-U999A-1H-3-A-10.0	g		0									
999-U999A-1H-3-A-100.0	g		0									
999-U999A-1H-3-A-102.5	g		0									
999-U999A-1H-3-A-105.0	g		0									
999-U999A-1H-3-A-107.5	g		0									
999-U999A-1H-3-A-110.0	g		0									
999-U999A-1H-3-A-112.5	g		0									
999-U999A-1H-3-A-115.0	g		0									
999-U999A-1H-3-A-117.5	g		0									
999-U999A-1H-3-A-12.5	g		0									
999-U999A-1H-3-A-120.0	g		0									
999-U999A-1H-3-A-122.5	g		0									
999-U999A-1H-3-A-125.0	g		0									
999-U999A-1H-3-A-127.5	g		0									
999-U999A-1H-3-A-130.0	g		0									
999-U999A-1H-3-A-132.5	g		0									
999-U999A-1H-3-A-135.0	g		0									
999-U999A-1H-3-A-137.5	g		0									
999-U999A-1H-3-A-140.0	g		0									
999-U999A-1H-3-A-142.5	g		0									
999-U999A-1H-3-A-145.0	g		0									
999-U999A-1H-3-A-147.5	g		0									
999-U999A-1H-3-A-15.0	g		0									
999-U999A-1H-3-A-150.0	g		0									
999-U999A-1H-3-A-17.5	g		0									
999-U999A-1H-3-A-2.5	g		0									
999-U999A-1H-3-A-20.0	g		0									
999-U999A-1H-3-A-22.5	g		0									
999-U999A-1H-3-A-25.0	g		0									
999-U999A-1H-3-A-27.5	g		0									
999-U999A-1H-3-A-30.0	g		0									
999-U999A-1H-3-A-32.5	g		0									
999-U999A-1H-3-A-35.0	g		0									
999-U999A-1H-3-A-37.5	g		0									
999-U999A-1H-3-A-40.0	g		0									
999-U999A-1H-3-A-42.5	g		0									
999-U999A-1H-3-A-45.0	g		0									
999-U999A-1H-3-A-47.5	g		0									
999-U999A-1H-3-A-5.0	g		0									
999-U999A-1H-3-A-50.0	g		0									
999-U999A-1H-3-A-52.5	g		0									
999-U999A-1H-3-A-55.0	g		0									
999-U999A-1H-3-A-57.5	g		0									
999-U999A-1H-3-A-60.0	g		0									
999-U999A-1H-3-A-62.5	g		0									
999-U999A-1H-3-A-65.0	g		0									
999-U999A-1H-3-A-67.5	g		0									
999-U999A-1H-3-A-7.5	g		0									
999-U999A-1H-3-A-70.0	g		0									
999-U999A-1H-3-A-72.5	g		0									
999-U999A-1H-3-A-75.0	g		0									
999-U999A-1H-3-A-77.5	g		0									
999-U999A-1H-3-A-80.0	g		0									
999-U999A-1H-3-A-82.5	g		0									
999-U999A-1H-3-A-85.0	g		0									
999-U999A-1H-3-A-87.5	g		0									
999-U999A-1H-3-A-90.0	g		0									
999-U999A-1H-3-A-92.5	g		0									
999-U999A-1H-3-A-95.0	g		0									
999-U999A-1H-3-A-97.5	g		0									
999-U999A-1H-3-W-5.0	g		0									
999-U999A-1H-4-A-0.0	g		0									
999-U999A-1H-4-A-10.0	g		0									
999-U999A-1H-4-A-100.0	g		0									
999-U999A-1H-4-A-102.5	g		0									
999-U999A-1H-4-A-105.0	g		0									
999-U999A-1H-4-A-107.5	g		0									
999-U999A-1H-4-A-110.0	g		0									
999-U999A-1H-4-A-112.5	g		0									
999-U999A-1H-4-A-115.0	g		0									
999-U999A-1H-4-A-117.5	g		0									
999-U999A-1H-4-A-12.5	g		0									
999-U999A-1H-4-A-120.0	g		0									
999-U999A-1H-4-A-122.5	g		0									
999-U999A-1H-4-A-125.0	g		0									
999-U999A-1H-4-A-15.0	g		0									
999-U999A-1H-4-A-17.5	g		0									
999-U999A-1H-4-A-2.5	g		0									
999-U999A-1H-4-A-20.0	g		0									
999-U999A-1H-4-A-22.5	g		0									
999-U999A-1H-4-A-25.0	g		0									
999-U999A-1H-4-A-27.5	g		0									
999-U999A-1H-4-A-30.0	g		0									
999-U999A-1H-4-A-32.5	g		0									
999-U999A-1H-4-A-35.0	g		0									
999-U999A-1H-4-A-37.5	g		0									
999-U999A-1H-4-A-40.0	g		0									
999-U999A-1H-4-A-42.5	g		0									
999-U999A-1H-4-A-45.0	g		0									
999-U999A-1H-4-A-47.5	g		0									
999-U999A-1H-4-A-5.0	g		0									
999-U999A-1H-4-A-50.0	g		0									
999-U999A-1H-4-A-52.5	g		0									
999-U999A-1H-4-A-55.0	g		0									
999-U999A-1H-4-A-57.5	g		0									
999-U999A-1H-4-A-60.0	g		0									
999-U999A-1H-4-A-62.5	g		0									
999-U999A-1H-4-A-65.0	g		0									
999-U999A-1H-4-A-67.5	g		0									
999-U999A-1H-4-A-7.5	g		0									
999-U999A-1H-4-A-70.0	g		0									
999-U999A-1H-4-A-72.5	g		0									
999-U999A-1H-4-A-75.0	g		0									
999-U999A-1H-4-A-77.5	g		0									
999-U999A-1H-4-A-80.0	g		0									
999-U999A-1H-4-A-82.5	g		0									
999-U999A-1H-4-A-85.0	g		0									
999-U999A-1H-4-A-87.5	g		0									
999-U999A-1H-4-A-90.0	g		0									
999-U999A-1H-4-A-92.5	g		0									
999-U999A-1H-4-A-95.0	g		0									
999-U999A-1H-4-A-97.5	g		0									
999-U999A-1H-4-W-14.0	g		0									
